ID,Arica,Tarapaca,Antofagasta,Atacama,Coquimbo,Valparaiso,Ohiggins,Maule,Nuble,Biobio,Araucania,Los Rios,Los Lagos,Aysen,Magallanes
1,"POLYGON ((-81.000000 -19.229050, -67.000000 -19.229050, -67.000000 -15.009352, -81.000000 -15.009352, -81.000000 -19.229050))","POLYGON ((-90.799805 -21.430017, -67.000000 -21.430017, -67.000000 -19.229050, -90.799805 -19.229050, -90.799805 -21.430017))","POLYGON ((-123.401317 -21.430017, -67.000000 -21.430017, -67.000000 -26.062061, -123.401317 -26.062061, -123.401317 -21.430017))","POLYGON ((-123.401317 -29.180564, -67.000000 -29.180564, -67.000000 -26.062061, -123.401317 -26.062061, -123.401317 -29.180564))","POLYGON ((-123.401317 -32.177017, -67.000000 -32.177017, -67.000000 -29.180564, -123.401317 -29.180564, -123.401317 -32.177017))","POLYGON ((-90.799805 -33.902158, -67.000000 -33.902158, -67.000000 -32.177017, -90.799805 -32.177017, -90.799805 -33.902158))","POLYGON ((-90.799805 -34.686778, -67.000000 -34.686778, -67.000000 -33.902158, -90.799805 -33.902158, -90.799805 -34.686778))","POLYGON ((-90.799805 -36.013281, -67.000000 -36.013281, -67.000000 -34.686778, -90.799805 -34.686778, -90.799805 -36.013281))","POLYGON ((-90.799805 -36.443756, -67.000000 -36.443756, -67.000000 -36.013281, -90.799805 -36.013281, -90.799805 -36.443756))","POLYGON ((-90.799805 -38.480681, -67.000000 -38.480681, -67.000000 -36.443756, -90.799805 -36.443756, -90.799805 -38.480681))","POLYGON ((-90.79980 -39.390561, -67.000000 -39.390561, -67.000000 -38.480681, -90.799805 -38.480681, -90.79980 -39.390561))","POLYGON ((-90.79980 -40.246294, -67.000000 -40.246294, -67.000000 -39.390561, -90.79980 -39.390561, -90.79980 -40.246294))","POLYGON ((-90.79980 -43.749975, -67.000000 -43.749975, -67.000000 -40.246294, -90.79980 -40.246294, -90.79980 -43.749975))","POLYGON ((-90.79980 -48.795925, -67.000000 -48.795925, -67.000000 -43.749975, -90.79980 -43.749975, -90.79980 -48.795925))","POLYGON ((-90.79980 -67.451042, -63.572266 -67.451042, -63.572266 -48.795925, -90.79980 -48.795925, -90.79980 -67.451042))"
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
